seas_id,season,player_id,player,tm,pos,per,ows,dws,ws,ws_48,obpm,bpm,vorp,mvp_share,fg_per_game,pts_per_game
16910,2000,2585,Gary Payton,SEA,PG,23.6,10.5,3.5,13.9,0.195,5.8,6.4,7.3,0.149,9.1,24.2
17448,2001,2867,Jalen Rose,IND,SF,17.8,4.8,2.5,7.3,0.119,2.1,1.8,2.7,0.0,7.9,20.5
16939,2000,2867,Jalen Rose,IND,SF,16.7,4.4,2.9,7.3,0.118,1.2,1.4,2.5,0.001,7.0,18.2
17624,2001,2386,Reggie Miller,IND,SG,17.3,8.1,2.2,10.3,0.155,2.8,2.3,3.4,0.0,6.4,18.9
17097,2000,2386,Reggie Miller,IND,SG,17.3,8.0,2.0,10.1,0.162,3.0,2.7,3.6,0.001,5.8,18.1
18967,2004,2801,Jamal Mashburn,NOH,SF,14.7,0.1,0.6,0.7,0.048,0.2,-1.5,0.1,0.0,8.2,20.8
18447,2003,2801,Jamal Mashburn,NOH,SF,18.0,5.4,3.6,9.0,0.13,2.6,2.2,3.5,0.001,8.2,21.6
17964,2002,2801,Jamal Mashburn,CHH,SF,16.9,1.8,1.6,3.4,0.101,1.7,1.1,1.3,0.0,7.6,21.5
18013,2002,2252,Karl Malone,UTA,PF,21.1,5.5,4.3,9.8,0.155,2.9,3.7,4.4,0.0,7.9,22.4
17494,2001,2252,Karl Malone,UTA,PF,24.7,9.1,4.0,13.1,0.217,5.5,6.6,6.3,0.017,8.3,23.2
16985,2000,2252,Karl Malone,UTA,PF,27.1,10.7,4.5,15.3,0.249,6.4,7.5,7.1,0.258,9.2,25.5
17769,2002,2481,Anthony Mason,MIL,PF,12.9,4.4,2.0,6.4,0.097,-0.3,-0.6,1.1,0.0,3.9,9.6
17233,2001,2481,Anthony Mason,MIA,PF,17.4,6.0,5.6,11.6,0.171,0.8,1.9,3.2,0.001,5.8,16.1
16739,2000,2481,Anthony Mason,CHH,SF,14.4,4.9,3.9,8.9,0.136,0.1,0.8,2.2,0.0,3.9,11.6
17861,2002,2494,David Robinson,SAS,C,20.3,5.0,5.1,10.1,0.211,1.6,3.9,3.4,0.0,4.4,12.2
17345,2001,2494,David Robinson,SAS,C,23.7,6.4,5.7,12.1,0.246,2.5,5.2,4.3,0.006,5.0,14.4
16846,2000,2494,David Robinson,SAS,C,24.6,6.2,6.4,12.7,0.238,3.1,5.8,5.0,0.0,6.6,17.8
18000,2002,2183,John Stockton,UTA,PG,21.9,8.0,2.6,10.7,0.2,4.1,5.3,4.8,0.0,4.9,13.4
17484,2001,2183,John Stockton,UTA,PG,22.3,8.2,2.6,10.8,0.216,5.5,6.7,5.3,0.001,4.0,11.5
16973,2000,2183,John Stockton,UTA,PG,22.4,8.2,3.1,11.2,0.222,5.0,6.6,5.3,0.0,4.4,12.1
18568,2003,2193,Michael Jordan,WAS,SF,19.3,2.9,3.4,6.2,0.099,1.8,1.7,2.8,0.0,8.3,20.0
18076,2002,2193,Michael Jordan,WAS,SF,20.7,1.2,2.1,3.3,0.075,3.2,3.1,2.7,0.013,9.2,22.9
