seas_id,season,player_id,player,tm,pos,per,ows,dws,ws,ws_48,obpm,bpm,vorp,mvp_share,fg_per_game,pts_per_game
21686,2009,3436,Chris Bosh,TOR,C,22.1,6.6,3.1,9.7,0.159,3.0,2.7,3.5,0.0,8.0,22.7
21085,2008,3436,Chris Bosh,TOR,C,23.8,7.0,3.1,10.1,0.2,4.0,4.4,3.9,0.0,7.6,22.3
20548,2007,3436,Chris Bosh,TOR,C,22.6,6.1,3.5,9.6,0.174,2.8,2.7,3.1,0.033,7.9,22.6
19997,2006,3436,Chris Bosh,TOR,C,23.2,8.7,1.1,9.8,0.17,3.9,2.9,3.4,0.0,7.8,22.5
20624,2007,3186,Elton Brand,LAC,PF,23.1,7.2,4.3,11.5,0.18,3.4,4.2,4.8,0.0,8.1,20.5
20077,2006,3186,Elton Brand,LAC,PF,26.5,9.3,5.5,14.8,0.229,5.1,6.7,6.8,0.04,9.6,24.7
19507,2005,3186,Elton Brand,LAC,PF,22.4,6.9,3.7,10.6,0.169,3.4,3.6,4.2,0.0,7.8,20.0
18401,2003,3186,Elton Brand,LAC,PF,21.7,4.9,2.7,7.6,0.149,2.5,3.0,3.1,0.0,7.3,18.5
17907,2002,3186,Elton Brand,LAC,PF,23.6,9.9,3.7,13.6,0.216,3.9,4.3,4.8,0.001,6.7,18.2
17391,2001,3186,Elton Brand,CHI,PF,20.4,4.1,2.0,6.1,0.101,2.2,1.1,2.2,0.0,7.8,20.1
24829,2014,2936,Kevin Garnett,BRK,C,13.3,-0.7,1.9,1.2,0.054,-2.5,-1.2,0.2,0.0,2.9,6.5
24242,2013,2936,Kevin Garnett,BOS,C,19.2,1.8,3.8,5.6,0.133,0.9,2.6,2.3,0.001,6.2,14.8
23677,2012,2936,Kevin Garnett,BOS,C,20.4,2.6,4.3,6.9,0.178,1.8,4.3,2.9,0.0,6.5,15.8
21886,2009,2936,Kevin Garnett,BOS,PF,21.2,3.0,4.1,7.1,0.193,2.8,5.7,3.5,0.0,6.9,15.8
21291,2008,2936,Kevin Garnett,BOS,PF,25.3,6.6,6.2,12.9,0.265,4.7,8.2,6.0,0.532,7.5,18.8
20742,2007,2936,Kevin Garnett,MIN,PF,24.1,5.7,4.9,10.7,0.171,3.8,5.4,5.5,0.005,8.4,22.4
20194,2006,2936,Kevin Garnett,MIN,PF,26.8,9.0,5.9,14.9,0.242,5.6,7.8,7.4,0.0,8.2,21.8
19632,2005,2936,Kevin Garnett,MIN,PF,28.2,10.1,6.0,16.1,0.248,6.5,9.5,9.1,0.012,8.3,22.2
19036,2004,2936,Kevin Garnett,MIN,PF,29.4,10.4,8.0,18.3,0.272,6.8,10.2,10.0,0.991,9.8,24.2
18513,2003,2936,Kevin Garnett,MIN,PF,26.4,9.8,5.8,15.6,0.225,6.0,8.4,8.7,0.732,9.1,23.0
18024,2002,2936,Kevin Garnett,MIN,PF,23.8,7.9,4.9,12.8,0.194,5.1,6.8,7.1,0.013,8.1,21.2
17505,2001,2936,Kevin Garnett,MIN,PF,23.9,7.0,4.8,11.8,0.176,4.5,6.0,6.4,0.122,8.7,22.0
16994,2000,2936,Kevin Garnett,MIN,PF,23.6,6.1,5.6,11.6,0.172,4.6,6.3,6.8,0.337,9.4,22.9
24253,2013,3000,Kobe Bryant,LAL,SG,23.0,8.4,2.6,10.9,0.174,4.7,4.6,5.0,0.152,9.5,27.3
23684,2012,3000,Kobe Bryant,LAL,SG,21.9,4.2,2.0,6.2,0.132,4.2,3.3,2.9,0.291,9.9,27.9
23095,2011,3000,Kobe Bryant,LAL,SG,23.9,6.8,3.5,10.3,0.178,5.4,5.2,5.0,0.354,9.0,25.3
22483,2010,3000,Kobe Bryant,LAL,SG,21.9,5.4,4.0,9.4,0.16,3.9,4.1,4.4,0.487,9.8,27.0
21892,2009,3000,Kobe Bryant,LAL,SG,24.4,8.6,4.0,12.7,0.206,5.6,5.9,5.9,0.577,9.8,26.8
21299,2008,3000,Kobe Bryant,LAL,SG,24.2,9.5,4.3,13.8,0.208,5.2,5.8,6.3,0.873,9.5,28.3
20750,2007,3000,Kobe Bryant,LAL,SG,26.1,10.8,2.2,13.0,0.199,6.4,5.9,6.1,0.404,10.6,31.6
20200,2006,3000,Kobe Bryant,LAL,SG,28.0,11.6,3.7,15.3,0.224,7.4,7.6,8.0,0.386,12.2,35.4
19640,2005,3000,Kobe Bryant,LAL,SG,23.3,7.1,1.0,8.1,0.145,5.7,5.0,4.7,0.0,8.7,27.6
19042,2004,3000,Kobe Bryant,LAL,SG,23.7,7.8,3.0,10.7,0.21,5.1,5.6,4.7,0.172,7.9,24.0
18520,2003,3000,Kobe Bryant,LAL,SG,26.2,11.0,4.0,14.9,0.21,6.3,7.1,7.7,0.417,10.6,30.0
18031,2002,3000,Kobe Bryant,LAL,SG,23.2,8.9,3.8,12.7,0.199,4.3,4.6,5.2,0.078,9.4,25.2
17514,2001,3000,Kobe Bryant,LAL,SG,24.5,9.2,2.2,11.3,0.196,5.1,4.8,4.7,0.009,10.3,28.5
17000,2000,3000,Kobe Bryant,LAL,SG,21.7,6.1,4.5,10.6,0.202,3.5,5.1,4.5,0.002,8.4,22.5
26280,2016,3092,Tim Duncan,SAS,C,16.9,1.6,3.6,5.2,0.163,-0.1,3.0,2.0,0.0,3.5,8.6
25687,2015,3092,Tim Duncan,SAS,C,22.6,4.9,4.7,9.6,0.207,2.3,5.1,4.0,0.001,5.4,13.9
25048,2014,3092,Tim Duncan,SAS,C,21.3,2.8,4.6,7.4,0.164,1.2,3.3,2.9,0.017,6.0,15.1
24439,2013,3092,Tim Duncan,SAS,C,24.4,3.4,4.9,8.3,0.191,2.4,5.3,3.8,0.054,7.1,17.8
23871,2012,3092,Tim Duncan,SAS,C,22.5,3.0,2.9,5.9,0.174,2.0,3.3,2.2,0.002,6.2,15.4
23314,2011,3092,Tim Duncan,SAS,C,21.9,3.7,4.0,7.7,0.171,2.2,4.4,3.5,0.0,5.5,13.4
22692,2010,3092,Tim Duncan,SAS,C,24.7,6.4,4.5,10.9,0.215,4.4,6.1,5.0,0.0,7.2,17.9
22113,2009,3092,Tim Duncan,SAS,C,24.4,5.0,5.0,10.1,0.191,3.4,5.4,4.7,0.002,7.4,19.3
21533,2008,3092,Tim Duncan,SAS,C,24.4,4.9,6.2,11.1,0.201,3.0,5.2,4.8,0.02,7.5,19.3
20940,2007,3092,Tim Duncan,SAS,C,26.1,6.3,6.8,13.0,0.23,3.8,7.0,6.2,0.222,7.7,20.0
20409,2006,3092,Tim Duncan,SAS,PF,23.1,3.9,6.9,10.8,0.187,2.3,5.0,4.9,0.026,7.2,18.6
19843,2005,3092,Tim Duncan,SAS,PF,27.0,5.5,5.7,11.2,0.245,4.8,7.6,5.4,0.258,7.8,20.3
19255,2004,3092,Tim Duncan,SAS,PF,27.1,5.9,7.2,13.1,0.249,5.2,8.5,6.7,0.582,8.6,22.3
18688,2003,3092,Tim Duncan,SAS,PF,26.9,9.5,6.9,16.5,0.248,5.0,7.6,7.7,0.808,8.8,23.3
18196,2002,3092,Tim Duncan,SAS,PF,27.0,10.7,7.1,17.8,0.257,5.4,7.6,8.0,0.757,9.3,25.5
17693,2001,3092,Tim Duncan,SAS,PF,23.8,6.2,7.1,13.2,0.2,2.9,4.7,5.4,0.569,8.6,22.2
17164,2000,3092,Tim Duncan,SAS,PF,24.8,6.7,6.4,13.0,0.218,3.8,5.6,5.5,0.205,8.5,23.2
19339,2005,3298,Andrei Kirilenko,UTA,PF,24.4,3.5,2.0,5.5,0.197,5.5,9.2,3.8,0.0,5.0,15.6
18745,2004,3298,Andrei Kirilenko,UTA,PF,22.6,6.5,5.0,11.6,0.192,5.0,7.9,7.2,0.002,5.3,16.5
18264,2003,3298,Andrei Kirilenko,UTA,SF,21.1,5.3,3.8,9.2,0.199,3.0,5.8,4.4,0.0,3.9,12.0
21668,2009,3369,Carlos Boozer,UTA,PF,17.2,0.9,1.7,2.6,0.105,0.0,-0.6,0.4,0.0,6.8,16.2
21071,2008,3369,Carlos Boozer,UTA,PF,21.9,5.9,4.3,10.2,0.173,2.5,2.8,3.5,0.001,8.8,21.1
20538,2007,3369,Carlos Boozer,UTA,PF,24.1,6.5,3.4,9.9,0.185,4.4,4.6,4.3,0.005,8.7,20.9
19985,2006,3369,Carlos Boozer,UTA,PF,21.4,2.2,1.3,3.5,0.162,2.4,2.1,1.1,0.0,6.6,16.3
20914,2007,3218,Shawn Marion,PHO,SF,20.8,6.7,5.3,12.0,0.191,2.4,4.4,4.8,0.0,7.0,17.5
20387,2006,3218,Shawn Marion,PHO,PF,23.6,8.6,5.9,14.6,0.214,3.5,4.8,5.6,0.001,8.8,21.8
19819,2005,3218,Shawn Marion,PHO,PF,21.7,7.3,5.2,12.5,0.191,3.1,4.4,5.1,0.001,7.6,19.4
19232,2004,3218,Shawn Marion,PHO,SF,19.9,5.3,3.8,9.1,0.135,3.0,3.6,4.6,0.0,7.5,19.0
21612,2009,3104,Antawn Jamison,WAS,PF,20.6,6.6,1.6,8.1,0.126,3.3,1.6,2.8,0.0,8.3,22.2
21011,2008,3104,Antawn Jamison,WAS,PF,20.3,6.0,3.2,9.2,0.144,3.1,1.7,2.9,0.001,7.8,21.4
20498,2007,3104,Antawn Jamison,WAS,PF,18.4,5.2,1.6,6.8,0.123,2.7,1.3,2.2,0.0,7.3,19.8
22831,2011,3048,Chauncey Billups,DEN,PG,18.6,4.7,1.1,5.8,0.171,3.8,2.9,2.1,0.0,4.6,16.5
22832,2011,3048,Chauncey Billups,NYK,PG,19.1,1.9,0.2,2.1,0.155,3.4,1.6,0.6,0.0,5.0,17.5
22254,2010,3048,Chauncey Billups,DEN,PG,20.2,7.7,1.7,9.5,0.182,4.5,3.7,3.6,0.001,5.5,19.5
21679,2009,3048,Chauncey Billups,DET,PG,17.5,0.1,0.1,0.2,0.124,0.4,1.0,0.1,0.0,3.5,12.5
21680,2009,3048,Chauncey Billups,DEN,PG,18.8,7.8,2.1,9.9,0.176,3.9,3.4,3.7,0.0,5.2,17.9
21082,2008,3048,Chauncey Billups,DET,PG,23.6,10.2,3.4,13.5,0.257,6.5,7.7,6.2,0.0,5.0,17.0
20547,2007,3048,Chauncey Billups,DET,PG,21.3,8.7,2.7,11.4,0.216,4.2,4.7,4.3,0.003,5.0,17.0
19995,2006,3048,Chauncey Billups,DET,PG,23.4,12.7,2.8,15.5,0.254,6.2,6.2,6.1,0.344,5.2,18.5
19412,2005,3048,Chauncey Billups,DET,PG,19.0,8.6,3.5,12.1,0.202,3.6,4.2,4.5,0.0,5.1,16.5
19578,2005,2993,Jermaine O'Neal,IND,PF,22.9,1.3,2.5,3.8,0.118,1.5,1.8,1.5,0.0,8.8,24.3
18993,2004,2993,Jermaine O'Neal,IND,PF,21.1,2.7,6.3,9.0,0.155,1.1,2.4,3.1,0.425,7.8,20.1
18471,2003,2993,Jermaine O'Neal,IND,PF,21.4,5.3,5.2,10.5,0.177,2.0,2.9,3.5,0.0,7.9,20.8
20333,2006,3016,Ray Allen,SEA,SG,22.2,9.8,-0.3,9.5,0.15,6.4,4.4,4.9,0.0,8.7,25.1
19772,2005,3016,Ray Allen,SEA,SG,20.9,9.7,1.0,10.7,0.168,5.3,4.1,4.8,0.032,8.2,23.9
19169,2004,3016,Ray Allen,SEA,SG,21.7,6.5,0.4,6.9,0.153,5.5,4.0,3.2,0.0,8.0,23.0
18129,2002,3016,Ray Allen,MIL,SG,21.6,7.6,1.3,8.9,0.169,6.0,4.9,4.4,0.0,7.7,21.8
17623,2001,3016,Ray Allen,MIL,SG,22.9,11.5,2.2,13.7,0.211,5.7,5.5,5.9,0.006,7.7,22.0
17095,2000,3016,Ray Allen,MIL,SG,20.6,9.0,1.0,10.1,0.157,4.7,3.6,4.3,0.0,7.8,22.1
24421,2013,3028,Steve Nash,LAL,PG,16.0,3.7,0.6,4.3,0.127,1.8,0.4,1.0,0.0,4.7,12.7
23858,2012,3028,Steve Nash,PHO,PG,20.3,5.2,0.6,5.9,0.144,4.7,3.4,2.7,0.006,4.8,12.5
23296,2011,3028,Steve Nash,PHO,PG,20.8,7.3,0.7,7.9,0.153,4.7,3.2,3.3,0.0,5.3,14.7
22678,2010,3028,Steve Nash,PHO,PG,21.6,9.1,0.8,9.9,0.178,6.1,4.3,4.2,0.04,6.2,16.5
22097,2009,3028,Steve Nash,PHO,PG,19.5,6.7,0.5,7.3,0.14,4.5,2.4,2.8,0.0,5.8,15.7
21515,2008,3028,Steve Nash,PHO,PG,21.1,9.0,1.4,10.5,0.181,5.8,3.9,4.2,0.014,6.0,16.9
20930,2007,3028,Steve Nash,PHO,PG,23.8,10.8,1.7,12.6,0.225,6.7,5.9,5.3,0.785,6.8,18.6
20402,2006,3028,Steve Nash,PHO,PG,23.3,10.3,2.1,12.4,0.212,5.7,5.0,4.9,0.739,6.8,18.8
19832,2005,3028,Steve Nash,PHO,PG,22.0,9.7,1.2,10.9,0.203,5.5,4.7,4.4,0.839,5.7,15.5
19243,2004,3028,Steve Nash,DAL,PG,20.5,8.9,-0.1,8.8,0.162,4.7,2.5,3.0,0.0,5.1,14.5
18678,2003,3028,Steve Nash,DAL,PG,22.6,9.7,1.9,11.6,0.206,5.4,4.6,4.5,0.001,6.3,17.7
18183,2002,3028,Steve Nash,DAL,PG,20.7,9.5,0.3,9.9,0.167,5.1,3.1,3.6,0.004,6.4,17.9
17683,2001,3028,Steve Nash,DAL,PG,19.6,6.8,1.6,8.4,0.169,3.8,2.8,2.9,0.0,5.5,15.6
22220,2010,3658,Brandon Roy,POR,SG,21.3,7.0,2.1,9.1,0.18,4.7,4.7,4.1,0.0,7.6,21.5
21649,2009,3658,Brandon Roy,POR,SG,24.0,10.9,2.6,13.5,0.223,6.0,6.2,6.0,0.006,8.1,22.6
21055,2008,3658,Brandon Roy,POR,SG,19.4,5.9,2.1,8.0,0.138,3.2,3.3,3.6,0.0,7.2,19.1
17423,2001,2863,Grant Hill,ORL,SF,18.1,0.2,0.2,0.3,0.126,3.3,5.2,0.2,0.0,4.8,13.8
16918,2000,2863,Grant Hill,DET,SF,24.5,8.1,2.6,10.7,0.185,5.4,5.4,5.2,0.093,9.4,25.8
19570,2005,2870,Jason Kidd,NJN,PG,19.5,3.1,4.2,7.2,0.143,3.3,4.6,4.1,0.0,5.2,14.4
18983,2004,2870,Jason Kidd,NJN,PG,19.7,2.8,4.4,7.2,0.141,3.4,4.7,4.2,0.014,5.5,15.5
18459,2003,2870,Jason Kidd,NJN,PG,22.2,5.5,5.8,11.3,0.182,4.8,6.6,6.5,0.026,6.4,18.7
17973,2002,2870,Jason Kidd,NJN,PG,19.1,3.1,5.8,8.9,0.14,3.0,4.5,5.0,0.712,5.4,14.7
17461,2001,2870,Jason Kidd,PHO,PG,19.4,4.2,5.4,9.6,0.15,2.4,4.2,4.8,0.015,5.9,16.9
16948,2000,2870,Jason Kidd,PHO,PG,18.4,3.7,4.8,8.5,0.156,2.3,4.3,4.2,0.021,5.2,14.3
18475,2003,2930,Jerry Stackhouse,WAS,SG,18.7,5.1,1.4,6.5,0.114,2.9,1.3,2.3,0.0,7.0,21.5
17986,2002,2930,Jerry Stackhouse,DET,SF,19.0,3.2,2.6,5.8,0.104,2.6,1.4,2.4,0.002,6.9,21.4
17473,2001,2930,Jerry Stackhouse,DET,SG,21.8,6.6,2.6,9.2,0.137,5.8,5.1,5.8,0.002,9.7,29.8
16960,2000,2930,Jerry Stackhouse,DET,SG,18.9,5.7,1.6,7.3,0.111,2.8,1.0,2.4,0.0,7.5,23.6
20242,2006,3004,Marcus Camby,DEN,C,19.9,1.0,4.5,5.5,0.141,0.1,3.5,2.6,0.0,5.4,12.8
19681,2005,3004,Marcus Camby,DEN,C,18.0,1.2,4.5,5.8,0.138,-0.2,3.1,2.6,0.001,4.2,10.3
19077,2004,3004,Marcus Camby,DEN,C,17.8,2.6,4.3,6.9,0.154,-0.1,2.5,2.5,0.0,3.6,8.6
22030,2009,2950,Rasheed Wallace,DET,C,14.9,1.6,3.4,5.1,0.114,0.4,2.0,2.1,0.0,4.6,12.0
21443,2008,2950,Rasheed Wallace,DET,C,17.2,2.5,5.1,7.6,0.155,1.5,4.1,3.6,0.001,4.9,12.7
20864,2007,2950,Rasheed Wallace,DET,C,15.7,1.8,4.4,6.2,0.123,0.4,2.0,2.5,0.0,4.8,12.3
21026,2008,3173,Baron Davis,GSW,PG,19.8,5.9,2.8,8.7,0.131,3.2,3.6,4.5,0.0,7.9,21.8
20510,2007,3173,Baron Davis,GSW,PG,21.0,4.1,2.3,6.4,0.139,3.1,3.6,3.2,0.001,7.2,20.1
19949,2006,3173,Baron Davis,GSW,PG,18.3,2.4,2.0,4.4,0.106,2.8,2.6,2.3,0.0,6.2,17.9
19363,2005,3173,Baron Davis,NOH,PG,21.4,1.1,0.6,1.7,0.138,5.2,5.4,1.1,0.0,6.2,18.9
19364,2005,3173,Baron Davis,GSW,PG,20.4,1.7,0.9,2.6,0.129,3.5,3.4,1.3,0.0,6.4,19.5
18768,2004,3173,Baron Davis,NOH,PG,20.7,4.3,3.2,7.5,0.133,4.7,5.2,4.8,0.003,8.3,22.9
18287,2003,3173,Baron Davis,NOH,PG,16.9,2.2,2.2,4.5,0.113,2.5,3.2,2.5,0.0,6.6,17.1
19367,2005,2971,Ben Wallace,DET,C,17.4,1.8,6.7,8.5,0.153,0.2,2.8,3.2,0.0,4.0,9.7
18770,2004,2971,Ben Wallace,DET,C,17.3,1.1,9.1,10.2,0.16,0.2,3.5,4.3,0.02,3.9,9.5
18288,2003,2971,Ben Wallace,DET,C,17.2,2.7,7.9,10.6,0.176,0.4,3.9,4.3,0.028,2.9,6.9
17783,2002,2971,Ben Wallace,DET,C,18.6,4.3,7.2,11.6,0.19,1.2,4.4,4.8,0.019,3.2,7.6
17249,2001,2971,Ben Wallace,DET,C,14.8,1.0,6.0,7.0,0.121,-0.6,1.9,2.7,0.0,2.7,6.4
21185,2008,3317,Gilbert Arenas,WAS,PG,18.2,0.2,0.4,0.6,0.07,2.3,2.4,0.5,0.0,6.0,19.4
20644,2007,3317,Gilbert Arenas,WAS,PG,24.0,9.3,1.5,10.8,0.177,5.5,4.7,5.0,0.024,8.7,28.4
20094,2006,3317,Gilbert Arenas,WAS,PG,23.8,11.0,2.6,13.6,0.193,5.4,5.4,6.3,0.0,9.3,29.3
19527,2005,3317,Gilbert Arenas,WAS,PG,21.3,9.2,2.3,11.5,0.169,4.7,4.2,5.2,0.003,8.2,25.5
18932,2004,3317,Gilbert Arenas,WAS,PG,16.0,1.1,1.5,2.6,0.061,1.1,0.1,1.1,0.0,6.5,19.6
19715,2005,3275,Michael Redd,MIL,SG,18.3,5.5,0.7,6.2,0.105,2.8,1.0,2.2,0.0,8.3,23.0
19109,2004,3275,Michael Redd,MIL,SG,19.9,8.4,1.3,9.7,0.154,3.8,2.5,3.5,0.001,7.7,21.7
18570,2003,3275,Michael Redd,MIL,SG,21.0,6.9,1.1,8.0,0.167,5.0,3.9,3.4,0.0,5.5,15.1
18573,2003,3140,Mike Bibby,SAC,PG,17.6,3.5,2.0,5.6,0.146,1.8,1.8,1.8,0.0,6.0,15.9
18081,2002,3140,Mike Bibby,SAC,PG,14.9,3.7,2.6,6.3,0.113,0.3,0.4,1.6,0.001,5.6,13.7
17574,2001,3140,Mike Bibby,VAN,PG,16.8,4.0,1.4,5.3,0.081,2.0,0.7,2.2,0.0,6.4,15.9
22121,2009,3096,Tracy McGrady,HOU,SG,16.3,0.9,1.8,2.7,0.108,1.4,2.3,1.3,0.0,5.4,15.6
21537,2008,3096,Tracy McGrady,HOU,SG,18.4,2.0,3.8,5.8,0.115,2.4,2.9,3.1,0.015,8.3,21.6
20945,2007,3096,Tracy McGrady,HOU,SG,23.2,4.1,4.5,8.6,0.163,4.9,6.1,5.2,0.085,9.0,24.6
20420,2006,3096,Tracy McGrady,HOU,SF,21.9,1.4,2.7,4.1,0.112,4.8,5.4,3.3,0.0,8.7,24.4
19856,2005,3096,Tracy McGrady,HOU,SF,22.9,6.5,5.4,12.0,0.18,5.2,6.7,6.9,0.035,9.2,25.7
19272,2004,3096,Tracy McGrady,ORL,SG,25.3,8.1,0.4,8.4,0.151,7.6,6.4,5.7,0.0,9.7,28.0
18699,2003,3096,Tracy McGrady,ORL,SG,30.3,13.2,2.9,16.1,0.262,9.8,10.5,9.3,0.359,11.1,32.1
18211,2002,3096,Tracy McGrady,ORL,SG,25.1,8.1,3.4,11.5,0.189,6.4,6.8,6.4,0.31,9.4,25.6
17709,2001,3096,Tracy McGrady,ORL,SG,24.9,8.3,3.9,12.2,0.189,6.5,7.0,7.0,0.052,10.2,26.8
17183,2000,3096,Tracy McGrady,TOR,SF,20.0,3.7,2.9,6.6,0.129,2.6,3.5,3.4,0.0,5.8,15.4
19755,2005,3147,Peja Stojaković,SAC,SF,17.3,6.0,1.2,7.3,0.137,2.4,1.2,2.1,0.0,6.8,20.1
19150,2004,3147,Peja Stojaković,SAC,SF,21.8,11.4,2.1,13.5,0.198,5.2,3.9,4.9,0.228,8.2,24.2
18603,2003,3147,Peja Stojaković,SAC,SF,19.6,6.9,3.3,10.1,0.199,3.6,3.5,3.4,0.0,6.9,19.2
18112,2002,3147,Peja Stojaković,SAC,SF,19.3,6.8,3.0,9.9,0.179,3.2,3.0,3.3,0.001,7.7,21.2
17607,2001,3147,Peja Stojaković,SAC,SF,18.4,6.8,3.3,10.1,0.168,2.8,2.5,3.2,0.0,7.5,20.4
21491,2008,2751,Shaquille O'Neal,MIA,C,17.7,0.1,1.0,1.2,0.059,-1.4,-1.5,0.1,0.0,5.8,14.2
21492,2008,2751,Shaquille O'Neal,PHO,C,16.5,0.4,1.2,1.7,0.1,-1.0,-0.6,0.3,0.0,5.0,12.9
20910,2007,2751,Shaquille O'Neal,MIA,C,21.7,1.4,1.5,2.8,0.119,1.6,1.7,1.1,0.002,7.1,17.3
20382,2006,2751,Shaquille O'Neal,MIA,C,24.4,3.3,2.9,6.2,0.164,2.4,2.7,2.1,0.0,8.1,20.0
19815,2005,2751,Shaquille O'Neal,MIA,C,27.0,6.4,4.6,11.0,0.211,4.1,5.3,4.6,0.813,9.0,22.9
19227,2004,2751,Shaquille O'Neal,LAL,C,24.4,5.9,4.0,9.9,0.192,3.8,4.8,4.1,0.145,8.3,21.5
18664,2003,2751,Shaquille O'Neal,LAL,C,29.5,10.2,3.0,13.2,0.25,6.4,6.5,5.5,0.106,10.4,27.5
18169,2002,2751,Shaquille O'Neal,LAL,C,29.7,9.2,4.0,13.2,0.262,7.1,8.0,6.1,0.552,10.6,27.2
17668,2001,2751,Shaquille O'Neal,LAL,C,30.2,11.1,3.9,14.9,0.245,7.0,7.7,7.1,0.466,11.0,28.7
17142,2000,2751,Shaquille O'Neal,LAL,C,30.6,11.7,7.0,18.6,0.283,7.3,9.3,9.0,0.998,12.1,29.7
22149,2009,3428,Yao Ming,HOU,C,22.7,5.6,5.0,10.6,0.196,1.6,3.1,3.3,0.001,7.4,19.7
21569,2008,3428,Yao Ming,HOU,C,22.5,4.2,4.1,8.3,0.196,1.8,3.4,2.8,0.0,7.9,22.0
19889,2005,3428,Yao Ming,HOU,C,23.2,6.0,4.7,10.7,0.21,1.5,2.4,2.8,0.0,6.7,18.3
19305,2004,3428,Yao Ming,HOU,C,21.9,6.5,4.8,11.4,0.202,1.7,2.8,3.2,0.001,6.5,17.5
18725,2003,3428,Yao Ming,HOU,C,20.6,5.2,3.5,8.7,0.176,1.3,2.2,2.5,0.0,4.9,13.5
20477,2007,2967,Allen Iverson,PHI,PG,23.5,1.0,0.5,1.6,0.119,4.9,3.9,1.0,0.0,10.1,31.2
20478,2007,2967,Allen Iverson,DEN,SG,18.4,2.9,1.7,4.6,0.105,1.9,1.1,1.7,0.0,8.6,24.8
19913,2006,2967,Allen Iverson,PHI,PG,25.9,8.8,1.8,10.6,0.165,5.8,4.8,5.3,0.001,11.3,33.0
19327,2005,2967,Allen Iverson,PHI,PG,23.2,5.3,3.7,9.0,0.136,4.2,4.2,5.0,0.189,10.3,30.7
18738,2004,2967,Allen Iverson,PHI,SG,19.3,0.5,2.3,2.8,0.066,2.7,2.1,2.1,0.0,9.1,26.4
18258,2003,2967,Allen Iverson,PHI,SG,21.2,5.0,4.2,9.2,0.127,3.2,3.5,4.8,0.07,9.8,27.6
17755,2002,2967,Allen Iverson,PHI,SG,21.9,2.6,4.3,6.9,0.126,3.9,4.8,4.5,0.023,11.1,31.4
17220,2001,2967,Allen Iverson,PHI,SG,24.0,7.3,4.5,11.8,0.19,5.0,6.1,6.1,0.904,10.7,31.1
16725,2000,2967,Allen Iverson,PHI,SG,20.0,3.3,3.6,6.9,0.116,3.4,3.2,3.8,0.109,10.4,28.4
18075,2002,2948,Michael Finley,DAL,SF,17.6,5.3,1.0,6.3,0.11,2.3,1.1,2.1,0.0,8.2,20.6
17567,2001,2948,Michael Finley,DAL,SF,18.2,5.6,2.9,8.5,0.119,2.4,1.9,3.4,0.001,8.7,21.5
17050,2000,2948,Michael Finley,DAL,SF,19.2,6.4,1.9,8.3,0.114,3.0,2.1,3.6,0.001,9.1,22.6
17221,2001,2696,Alonzo Mourning,MIA,C,24.6,0.2,0.7,0.9,0.148,1.7,2.9,0.4,0.0,5.6,13.6
16726,2000,2696,Alonzo Mourning,MIA,C,25.8,7.3,5.6,12.9,0.226,3.1,5.3,5.0,0.303,8.3,21.7
18830,2004,2781,Chris Webber,SAC,PF,17.2,0.1,0.9,1.1,0.061,-0.2,-0.6,0.3,0.0,7.6,18.7
18333,2003,2781,Chris Webber,SAC,PF,20.9,1.7,5.3,6.9,0.127,2.0,3.5,3.6,0.016,9.9,23.0
17833,2002,2781,Chris Webber,SAC,PF,24.4,4.8,3.9,8.6,0.2,3.8,5.4,3.9,0.029,9.9,24.5
17304,2001,2781,Chris Webber,SAC,PF,24.7,5.8,5.2,11.0,0.186,4.0,5.5,5.3,0.42,11.2,27.1
16814,2000,2781,Chris Webber,SAC,PF,23.4,5.7,5.0,10.7,0.179,3.6,5.7,5.6,0.079,10.0,24.5
17341,2001,2846,Darrell Armstrong,ORL,PG,18.6,5.8,2.9,8.7,0.151,3.2,3.3,3.6,0.0,5.5,15.9
16843,2000,2846,Darrell Armstrong,ORL,PG,19.5,4.6,3.4,8.0,0.149,3.6,4.5,4.3,0.001,5.9,16.2
20307,2006,2815,P.J. Brown,NOK,C,12.7,2.1,2.3,4.4,0.088,-1.3,-1.5,0.3,0.0,3.6,9.0
19748,2005,2815,P.J. Brown,NOH,PF,15.5,4.0,2.9,6.9,0.118,0.1,0.2,1.5,0.001,4.1,10.8
19144,2004,2815,P.J. Brown,NOH,PF,15.7,4.7,3.4,8.1,0.142,0.3,0.7,1.9,0.0,4.2,10.5
19801,2005,2822,Sam Cassell,MIN,PG,18.6,2.8,1.0,3.8,0.119,1.9,1.2,1.2,0.0,5.4,13.5
19207,2004,2822,Sam Cassell,MIN,PG,22.8,8.8,3.3,12.1,0.205,4.1,4.4,4.6,0.003,7.7,19.8
18650,2003,2822,Sam Cassell,MIL,PG,22.3,8.8,0.8,9.6,0.171,3.9,2.7,3.2,0.0,7.0,19.7
18415,2003,2585,Gary Payton,SEA,PG,21.4,4.3,1.9,6.2,0.14,4.0,4.1,3.2,0.0,8.5,20.8
18416,2003,2585,Gary Payton,MIL,PG,20.5,2.8,0.1,2.9,0.128,3.3,1.3,0.9,0.0,7.9,19.6
17923,2002,2585,Gary Payton,SEA,PG,22.9,10.1,2.5,12.6,0.183,5.2,5.1,5.9,0.043,9.0,22.1
17416,2001,2585,Gary Payton,SEA,PG,22.1,9.1,1.7,10.8,0.16,4.7,4.0,4.9,0.0,9.2,23.1
